@relation Leukaemiamattest

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute class {a,b}

@data
209,29,5119,17,2302,295,223,13278,2790,161,50,135,271,203,-229,18,5653,3233,1371,305,568,-203,727,1689,502,1070,5070,83,610,3711,-138,3878,140,623,245,117,700,349,2242,1872,2193,272,104,339,2537,481,-49,-195,1168,553,a
-156,41,7600,78,2106,1122,759,4718,5455,37,268,196,305,128,66,111,2281,5779,1330,140,802,-53,3837,5204,29,1408,8219,70,55,1750,64,3262,507,759,814,113,433,1529,3074,3265,2722,278,741,1444,3495,647,-65,-142,4314,1909,a
-517,267,3780,137,3307,209,899,4110,2495,20,483,-93,251,84,34,70,503,7410,2127,433,301,-398,563,2581,176,979,4184,114,-75,291,-1118,1810,-621,331,384,-161,-674,39,5374,2877,-4,388,-15,898,1768,145,-239,-311,1813,1076,a
908,87,114,728,624,206,12,12406,454,305,1674,6960,2501,1450,1537,-162,517,1467,5587,1896,1401,4830,-248,498,13464,2775,711,2139,748,8518,953,782,1112,1561,1907,279,2947,-83,2271,1126,2367,1118,1192,819,469,153,1338,-23,270,299,b
228,156,33,853,680,-16,218,7855,2,238,735,15791,1885,781,1481,-24,459,1639,3909,555,533,-312,-560,165,1233,1752,654,1185,218,3628,31,490,622,894,743,221,1050,-16,1082,880,1752,1108,1243,399,548,19,565,302,1084,389,b
1087,11,21,7109,1031,-92,8,24521,455,220,2727,2005,3927,970,17863,-88,268,2040,12358,1037,2562,4573,-691,1309,7955,1282,-14,2046,4004,10603,2910,1648,2801,14198,4797,1748,4863,21,2007,473,17853,2892,5814,645,763,88,2892,3890,-723,126,b
1174,78,130,3844,1687,87,-80,21277,297,67,2399,1003,1916,408,13296,-93,607,2840,7125,1586,1266,6759,-145,852,9933,1036,218,753,683,8479,1500,528,812,5692,3199,2575,2612,-129,802,186,7839,1271,2930,556,466,139,157,2921,183,190,b
284,40,-4,1507,1367,71,201,20124,166,-13,784,5702,456,275,1661,-51,448,3589,2275,520,934,1569,-128,1484,2676,1653,251,577,536,1285,-324,99,756,770,1015,359,1671,-126,939,680,1851,1887,1060,653,838,75,-245,153,664,275,b
319,3,168,262,2194,102,449,16705,-252,119,679,429,866,316,1073,-64,485,3768,4214,381,816,-21,-533,1283,548,1959,-2,208,754,7858,225,1203,531,1582,1121,308,2224,-54,1238,794,2621,626,1355,569,443,300,1179,1696,739,353,b
259,-59,59,1567,460,237,65,11012,297,110,1305,2204,1092,555,6962,2,185,947,2558,255,1236,6569,-66,1525,19615,1218,412,1049,431,8859,1359,1561,2128,1582,1755,412,3348,-38,967,1312,2452,717,2219,241,225,237,868,827,574,279,b
2131,94,51,9600,1874,238,172,18372,412,367,2694,353,4079,1130,14555,-57,281,4576,8793,8769,5464,7372,-653,811,9994,1862,343,1304,2733,11003,2147,1628,2240,11369,7589,3705,6218,-73,1365,485,9349,2450,4607,600,251,100,1537,1036,-140,250,b
676,34,170,894,767,57,239,12276,385,130,1028,11205,2179,1338,7238,-61,444,2584,4630,659,2088,4833,-669,1032,7791,2925,272,2087,1094,5849,651,1784,1009,2094,1888,353,1548,-79,1568,408,2499,1636,1017,286,595,192,1675,-124,788,381,b
264,-21,146,347,2856,628,683,19173,1284,303,2680,209,1571,774,12339,18,438,6414,7373,480,812,141,-493,1024,976,3869,306,167,459,3259,595,1214,549,2598,1696,457,3297,-49,1843,1047,7039,1206,2212,737,863,339,657,522,2009,671,b
507,-20,187,1013,2205,-44,153,21498,58,339,3223,8072,702,443,3654,15,1068,3197,2771,680,1009,2000,-1034,1827,4108,2442,19,1689,1379,8855,865,1583,2189,3807,2519,723,3482,-112,936,335,8728,1835,4198,565,678,59,562,2182,146,200,b
-251,57,2006,62,4057,786,837,6288,8700,-48,164,490,-178,168,-65,506,939,3005,951,403,444,-323,2751,3633,627,876,12968,91,77,33,-574,4646,62,282,649,178,178,757,4101,2037,1228,584,7,753,1477,475,135,-135,1178,1484,a
-26,58,1803,84,1585,994,180,3412,4614,46,797,-49,30,244,68,54,502,2881,1008,276,426,-524,-270,522,827,1487,1813,70,124,1269,-348,2141,273,1092,671,393,105,0,2427,1497,2152,1226,360,2941,2758,251,1030,-166,708,606,a
-200,125,3110,189,3600,233,273,10245,4357,63,265,989,207,154,250,102,559,5451,1107,233,832,-124,2578,5358,344,522,4750,24,258,1045,-244,3090,500,503,586,183,92,291,2003,2105,2998,586,911,412,721,362,6,-103,919,1751,a
2,231,1924,105,2425,510,575,6421,7369,163,313,706,367,287,107,105,508,3250,1405,491,588,203,521,1338,851,1281,2559,63,575,2450,336,3198,75,699,506,14,399,107,2893,2805,1952,582,605,361,779,493,252,73,1836,1052,a
-135,246,10157,43,7275,598,603,10431,7216,132,178,199,361,222,-177,139,1200,6031,1642,242,1207,-140,2456,8921,350,688,5632,70,542,1537,226,10565,485,860,767,136,805,460,9908,6996,3384,1114,920,810,2338,951,170,-206,4594,2428,a
-85,223,7721,88,2787,861,763,3219,6603,-2,390,1293,256,390,394,37,6273,8630,2622,608,814,-190,3021,4174,217,696,9288,92,-31,690,-588,5279,-515,762,589,-133,-428,353,4020,2753,1132,504,-62,1582,2363,356,-400,-464,2114,1467,a
306,327,3883,226,3367,615,770,4639,1487,48,491,18,597,73,-125,175,7097,11962,1208,245,432,-111,2194,6400,699,887,3627,45,56,1183,252,3686,216,505,306,25,252,302,4306,4240,446,369,565,2380,1681,616,-239,-54,3714,1479,a
137,-14,4059,502,2271,853,439,8790,7540,129,223,1213,648,88,-96,874,1144,4283,1502,326,249,-120,1713,3598,2235,608,3115,165,132,7064,-298,3619,288,999,687,182,-52,509,2600,3821,2045,701,216,2894,2047,329,-31,326,2004,2148,a
182,103,3939,51,5083,773,579,5841,8791,51,252,-60,699,128,502,2189,1695,4247,1169,263,338,-38,1937,5600,330,458,11999,-87,-151,155,-1,5420,72,364,361,-37,-152,892,3423,3686,1395,240,289,342,2305,710,-177,-56,1934,1955,a
138,47,6955,86,2621,382,444,9981,12307,120,87,-146,601,117,78,309,1479,6024,1551,216,334,-31,2639,7477,621,818,4200,14,142,1327,53,3770,-298,1034,721,-94,-61,150,2886,2943,2192,455,1110,389,1995,467,48,4847,2532,1275,a
209,210,3498,7,2388,443,570,10026,5433,10,173,-30,776,37,49,63,1594,5586,1750,267,613,-83,3014,6841,173,615,3403,-15,213,283,-124,3972,-4,1416,399,50,28,166,2955,2809,2606,436,291,464,1787,475,106,-118,3331,980,a
348,187,3302,117,1768,344,853,6574,1644,21,426,917,631,111,239,122,1169,6205,1243,247,366,-321,2815,1814,703,736,4896,43,69,348,-102,2962,140,361,434,-159,43,615,2490,2178,1270,238,210,3688,1955,348,142,-148,5598,1277,a
231,-5,310,101,2097,1164,1213,8020,1671,3,190,-139,182,130,-39,43,2810,3753,1297,229,792,-28,935,1608,623,901,4317,-2,193,1128,3,1076,378,681,661,422,509,404,1427,306,1815,141,187,2630,1399,218,-128,-47,1789,828,a
118,166,2047,26,5088,894,586,8259,1327,-22,406,311,265,230,453,190,2486,6570,558,235,811,-21,742,2420,185,1243,6517,94,173,1357,-130,3102,1247,417,1339,234,417,838,3263,1374,2230,345,435,2636,1667,493,-189,279,746,1361,a
601,506,7873,204,4787,1226,1235,8556,5653,128,462,87,1021,74,163,2,1968,11146,1576,240,934,115,2203,6203,575,1516,6101,1,628,2282,406,6609,507,958,1269,34,1931,425,5549,8402,715,370,1053,503,643,580,338,-117,3650,3923,a
-60,811,6504,178,5499,765,1284,11688,4830,57,505,777,456,252,-166,193,5448,10196,2065,204,1158,16,4218,9155,271,721,4634,34,568,2128,266,6622,1086,1279,1935,66,395,453,5098,5032,5153,514,799,5009,2362,573,358,-110,8399,1794,a
87,138,149,343,7408,519,908,14938,-28,-10,1448,-113,528,247,2090,-61,479,4061,2718,280,791,149,-152,2474,513,2207,707,38,219,4401,560,1438,2189,1122,1602,651,2451,-68,1799,1358,5507,565,1616,358,658,200,403,269,884,929,a
77,177,1465,187,2626,421,287,6448,1595,12,217,2269,374,159,359,42,664,4608,768,297,751,-77,811,3375,1767,981,1642,27,459,2057,277,2833,247,1178,649,112,878,224,2219,1188,1844,352,646,1088,3739,439,142,-14,3282,821,a
-190,36,3635,169,3229,1359,1009,5598,4537,54,185,296,239,252,553,875,1060,7622,1815,337,576,-2,2137,2417,839,947,4941,167,-131,1102,-33,648,90,543,391,56,162,319,2603,2075,2016,296,417,857,2721,190,-226,-23,2989,1297,a
218,20,8205,406,2620,739,310,6456,7480,38,147,2681,343,122,180,165,376,5452,2577,332,856,-33,3825,7867,2724,752,2282,38,218,4509,579,4913,241,899,508,104,373,393,3739,4961,3055,630,338,366,2213,592,147,43,3983,1087,a
535,10,14,9433,649,294,455,23869,1,250,1744,747,3432,1533,17846,-109,180,3379,13422,673,2080,7213,-458,1342,1676,2032,460,892,313,6371,1902,1439,4199,5308,2783,1166,2007,17,995,407,16363,1558,3016,258,291,248,3599,2936,651,139,b
1283,100,3,850,4118,109,118,21043,123,54,1522,9006,1057,769,21404,-86,675,4125,5946,993,1731,19568,-856,1062,13774,2952,686,1233,3546,7056,3451,666,1465,2574,5116,2048,3870,-59,2027,2585,6935,1755,3162,658,530,158,1465,666,394,388,b
510,-66,46,995,522,48,446,15497,74,112,2089,10171,1617,593,2745,-18,416,1844,2815,5849,1723,9851,-673,583,17279,2785,382,1269,788,6957,788,764,1412,2397,1675,613,2335,-44,1142,376,2576,1381,1518,422,502,64,852,-130,372,110,b
1156,66,-45,3871,815,135,578,20576,120,181,2735,9138,1959,928,11686,15,396,3281,6223,7759,1821,6595,-722,1451,11036,2257,-160,1582,2299,7281,2782,1683,3266,3857,2730,1380,5814,-38,1456,1238,7219,2437,3223,427,676,70,633,1104,348,197,b
-60,-24,141,2241,690,352,269,1613,-218,525,855,22222,1385,629,10737,-38,377,4525,6179,1153,2300,4366,53,626,15196,2110,155,643,589,7248,495,1629,2269,1872,2157,221,4403,-10,1463,2685,7174,971,5704,-20,517,575,1392,2085,1016,282,b
564,31,55,2010,397,21,21,14092,51,526,444,9986,1880,827,3168,-74,60,1012,5971,854,1100,10120,-324,851,28647,1222,174,1267,428,8964,593,469,1079,2547,1077,-23,2287,-56,1582,2295,3101,758,2458,493,463,21,37,656,149,196,b
395,-43,86,1483,1696,151,37,19612,80,200,1020,14230,222,646,14193,-179,145,-40,3913,636,936,5903,-293,751,2571,1749,698,1480,525,3653,1307,420,615,3239,1335,343,2871,-15,1072,562,10908,1060,1724,763,126,173,1987,1567,1394,268,b
128,103,49,4177,870,336,471,7833,445,448,385,27285,1048,336,2460,-98,168,1237,2442,433,1620,3717,275,528,25625,1037,314,1568,507,10449,777,1151,1722,1700,1814,321,2122,-52,1417,2564,3445,1024,2496,269,655,137,207,854,953,461,b
-65,43,67,140,2704,288,218,17887,221,210,489,28390,1850,526,123,-60,281,3946,2776,394,1046,2130,-73,754,2297,4562,325,3166,652,975,658,1012,1915,1116,1590,-28,3186,-80,1153,934,2158,1064,1705,609,429,201,537,600,1586,446,b
158,-80,-84,1347,1478,220,-14,22494,-170,230,716,17371,1023,560,12735,-181,351,227,2172,505,908,4667,-248,456,4561,1980,301,1550,339,5086,243,614,1474,2052,1762,577,2194,13,1084,427,2673,678,1717,531,383,198,1336,6927,1357,375,b
160,410,215,106,819,230,408,8252,249,60,460,228,447,341,2103,6,399,1221,1775,502,925,-189,308,836,380,343,623,163,41,3340,-171,2284,549,547,1397,241,543,10,2175,834,1843,219,1095,378,512,226,562,26,997,528,b
2430,79,192,7807,1427,5,233,21048,106,351,2686,5895,2444,1883,19680,-81,558,2686,6215,609,1690,7924,-561,1152,2270,1350,351,2767,1318,5178,3654,1453,3418,9980,1756,488,5949,-71,1598,537,12955,1926,6008,737,996,74,6155,10653,-467,253,b
2651,-13,208,658,680,195,309,6316,-27,528,1499,3917,2719,2204,3293,-384,710,761,11451,1756,1371,2705,-984,227,2914,4695,1070,1415,1130,6311,1979,986,2133,734,932,997,4174,-233,3494,3201,1659,1740,1819,458,1157,51,1089,-94,-672,450,b
2543,2,6,6913,1621,282,393,28552,-53,389,1837,2606,2801,1605,24178,-173,933,3959,7323,942,1846,5249,-252,1957,1255,2641,1742,1121,924,5314,4617,720,4191,7131,1292,727,7133,69,1554,417,21096,1679,3785,810,535,94,3308,5657,199,328,b
