@relation MLLmattest

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute class {a,c,b}

@data
-97,1616,3864,1912,9155,6540,21286,2555,676,1390,8289,19587,4779,18174,4679,1112,10554,3571,697,-237,6474,1419,113,3656,11718,3512,1590,17829,7458,1483,7265,21226,4125,394,11837,3923,232,3361,13890,10966,384,9288,16389,13334,1751,15351,9851,12799,16363,2326,a
95,796,2142,795,3198,12135,22447,1523,240,904,957,990,3171,1373,2015,975,10643,1000,1736,-292,2872,261,165,925,5688,1301,1618,21873,3475,938,1657,7756,5671,332,3634,818,120,1909,4376,6766,214,5424,16394,7760,-735,1514,12004,5792,13621,1999,a
49,287,2878,386,2578,3068,24863,963,313,2574,1242,290,6361,2698,2381,583,10218,755,1565,-130,3252,415,2482,1952,3535,684,1220,17949,3467,1581,6484,23589,3313,403,4678,639,70,860,3350,5955,248,6366,6382,5154,620,3131,8772,5249,9771,3137,a
-30,463,5741,6,6084,10216,21246,1251,772,1538,10098,4491,2205,14894,2093,1409,12640,2008,1372,-248,3611,3676,-13,4049,10526,138,2489,17898,6533,116,3066,9936,5460,248,12745,4683,91,2302,12718,8475,157,8052,13756,19356,3428,11521,18211,10357,18525,4644,a
-220,218,5497,1291,2451,13441,25015,1743,1362,272,796,1037,27663,970,-305,625,6552,1157,222,-270,3515,1607,346,2762,5017,391,522,18081,5644,160,5898,10019,3102,459,6029,5574,-49,933,9157,7384,266,3895,12387,7355,-726,1516,18024,6557,16739,4007,a
-14,1310,2005,1522,2992,15203,22632,1209,1384,2622,233,3825,24534,1768,3804,1573,1264,879,986,-248,4994,917,82,4044,5489,2367,3469,19034,10102,75,3888,8751,7812,304,8352,6373,43,1663,9473,11329,9,9879,17955,8701,-714,1734,10118,13773,17861,3495,a
-74,400,896,172,2713,2893,20022,247,757,-256,595,522,1404,-80,-471,594,14430,1269,506,-203,2082,186,480,666,5132,300,564,19564,3035,133,403,18902,1063,383,10522,266,96,702,6948,10845,241,3909,5981,10388,3763,95,14028,9056,11312,4704,a
216,579,552,1066,5150,6553,20451,281,655,2934,548,1358,4975,2128,351,863,13600,827,4747,-122,2081,322,3521,1676,3904,1617,1099,20407,4856,333,2590,13049,3098,333,1370,1553,5,1016,13387,11823,81,4762,14431,12705,823,2154,16618,5608,15278,2766,a
60,1145,6677,633,2125,12979,22281,1715,680,484,2483,5219,3431,3667,4452,988,11235,889,2181,-64,5287,819,960,2338,5802,1801,1894,21976,5112,136,7415,12196,9055,286,7873,959,116,1713,4485,7840,105,9462,14306,7483,157,4297,11470,8341,11211,4903,a
14,823,1038,654,2220,14472,24811,540,749,-315,4711,722,1530,2204,-202,582,12716,1099,1122,-442,5416,29,262,3913,9597,383,458,21673,3656,84,2713,19901,2494,207,4618,473,221,737,3550,5858,94,5112,3460,6853,1610,2666,19958,5798,13869,6876,a
-67,-337,2349,602,1798,16060,17130,1452,985,7122,1324,64,5760,611,-637,490,4914,1472,225,-204,2033,638,1035,1639,3121,349,776,21558,3174,3552,5304,10836,5253,267,4001,1428,103,1903,3840,8610,93,4944,17369,5591,276,843,3901,5891,9256,3797,a
-147,664,4319,432,2705,7423,27002,1176,1272,69,24,2414,30788,2578,1229,832,5999,1509,474,-379,4025,1605,1454,3658,5274,468,599,13317,4538,495,2949,11809,2433,635,7031,1501,115,2073,9259,5571,106,3012,5441,6027,-811,2389,20905,5475,13545,2856,a
-97,1086,3107,1486,7600,5329,28168,1344,139,2353,-150,4631,1192,2441,2011,370,13546,909,993,-93,3087,687,130,2832,4600,1420,1561,18767,3317,190,8385,24625,5803,366,7234,3026,151,1233,9295,6293,127,6002,19748,9322,3499,2920,9460,6085,14970,2356,a
20,1438,1004,799,4509,3981,15161,1689,324,918,-145,5191,1905,5129,1020,1249,3844,272,1577,-123,1373,965,1164,1860,1257,612,759,23569,3347,76,4587,8865,2002,126,2364,1153,-42,2092,3137,9763,-70,3562,3421,1780,-1490,4017,5211,1746,7426,1890,a
1395,409,404,635,1032,7812,19090,261,694,76,-460,566,6582,93,344,576,5394,274,1487,757,5016,-74,33190,979,1517,682,1059,23453,3862,7302,5932,10666,1648,387,866,1664,45,454,4751,10104,2745,4148,216,3454,-571,126,8193,3310,1091,3903,c
572,37,558,-113,87,400,138,239,360,37,-356,292,3725,-49,-237,531,247,156,557,613,2916,-105,17099,1041,993,164,384,16668,2381,1691,3815,1130,1152,1763,746,410,73,60,2345,5540,136,3464,410,932,-569,28,4322,1579,35,4531,c
1498,316,234,165,1065,6646,18374,270,873,-214,-546,1089,11835,209,-443,368,6589,697,232,1815,3975,-2,30492,1885,2022,327,417,18787,3133,1942,6063,14044,2406,355,1179,2523,68,710,3747,7269,4813,3326,332,5718,1254,354,6664,3228,4700,6147,c
1186,345,-56,-50,636,2007,24837,87,438,732,-457,818,13824,-85,-701,490,3287,709,507,833,2440,-84,31592,1442,1605,128,90,14535,2371,1303,3522,15492,2275,549,431,866,171,798,4130,5970,898,3455,1060,6686,2000,160,6357,3485,5429,3244,c
1223,284,-214,680,520,1112,655,537,179,19,-522,141,6961,-12,-454,178,1195,2606,598,12947,992,-86,9090,1008,1861,198,744,20783,2387,16571,430,7600,112,2567,3186,224,187,1426,3463,8991,17382,1070,773,2822,-1692,-53,4106,7477,2528,4172,c
500,1031,550,445,885,4594,17394,97,559,-27,-275,398,5383,189,-296,423,4168,248,733,393,3606,-71,20470,1579,1777,744,771,22865,2313,2002,3838,7146,1498,714,1461,1823,11,288,3622,6210,3439,2751,727,4539,-740,383,14474,2965,2431,3821,c
404,-93,306,-25,265,5405,19907,169,419,-73,-674,546,15301,-97,216,280,2472,213,534,1171,3542,-106,16033,2257,2194,231,497,13136,2715,2381,4485,6746,2726,1183,1130,1844,283,537,2867,4801,2574,3004,513,4827,-1597,-16,8852,4232,4238,7519,c
1737,198,403,57,600,1738,15347,61,915,202,239,431,4770,15,29,605,2904,553,485,1448,4225,45,36796,1488,1284,344,1166,23831,2243,4341,3723,10618,1914,788,1118,1017,134,458,3210,6465,2880,2550,345,3067,-2589,187,12446,3330,2063,3535,c
1168,306,34,76,580,2021,11140,57,926,-50,-83,102,3921,65,-21,755,2134,112,762,728,1621,7,12046,2088,950,257,261,14262,820,1310,825,10197,1622,489,1095,671,6,420,3140,2974,1544,1168,670,3073,-1215,44,14355,2625,1419,3353,c
3179,27,688,45,223,347,6890,233,557,-25,-813,482,5482,-4,721,1600,1135,135,408,1885,7402,-51,28265,1958,3093,1492,474,21254,5092,14058,7507,7708,1307,4727,3843,1928,423,1353,3223,12266,17125,5779,938,3659,-2886,115,5670,8822,2359,8284,c
2770,283,21,-11,423,1085,15737,249,186,-40,-419,128,4952,10,-419,422,3306,315,419,337,1098,-82,40023,991,137,156,77,29579,3989,3851,1842,6462,209,448,282,1134,80,413,842,9470,3644,1598,975,851,-2613,24,3586,627,1243,3063,c
684,805,837,136,1141,3942,18634,646,1346,-91,-716,1139,12404,-202,-269,735,4861,756,1015,1486,2825,-86,17926,2650,2117,604,422,18493,3751,999,4614,11278,2837,1467,3483,2070,259,985,4604,7057,4250,3875,344,7199,-1735,192,7039,6011,9389,3887,c
1419,57,121,80,1587,5267,19978,320,582,152,-409,522,11661,-188,-259,380,8701,355,573,1046,4507,42,32781,1340,2326,356,852,19127,4772,5789,5975,17137,2212,2606,1562,1791,79,715,4410,9126,11239,3721,421,6570,1195,52,12677,5068,2304,6470,c
687,658,187,229,2171,1962,12604,501,710,253,-419,1197,3926,0,-10,689,1695,1739,222,1661,4826,-45,2480,2328,2477,358,1136,17893,4392,4781,41,13060,2457,867,7433,1450,62,1662,4578,7730,9918,2680,1325,8458,-3170,99,6375,8807,11771,4321,c
1215,-30,224,117,299,288,4758,570,151,4,-678,200,5589,-127,-691,59,9194,1629,150,986,817,-17,31297,836,1532,307,-1,20800,2462,4331,1562,19548,773,647,1601,521,156,315,2401,9459,5428,1527,2,3486,-339,200,10333,2867,4466,5522,c
1482,-61,400,-158,631,3371,1228,222,1245,-300,-813,305,6734,-77,-518,386,4536,-68,199,1562,4146,-27,36905,1951,1089,664,716,17698,4276,6170,4029,17348,1882,560,1316,1718,200,325,3226,6049,5516,3337,13,4482,368,101,14238,3549,544,6042,c
1829,-120,221,-161,28,-31,750,14,148,-176,-791,1089,2335,-58,-307,46,-753,-517,33,653,1129,-188,32472,1605,817,387,1472,14660,4493,13776,4998,927,526,30017,1275,600,1733,189,3711,9654,5025,2250,947,1368,-1739,20,1362,2801,53,14140,c
1775,1308,6,551,603,2425,15283,257,504,1274,-769,1288,10291,-64,-349,780,6145,1716,1389,2406,8845,-8,32022,2830,5104,1046,605,17120,4215,1032,6482,20281,2608,525,3860,3602,185,2655,4476,10924,6646,2625,1045,8037,-265,53,6886,7963,7816,6490,c
792,19,1657,-106,1033,5065,15562,193,350,110,-840,348,8058,69,-41,706,2568,504,229,707,2386,108,34471,1791,1622,404,858,12628,3925,5511,6869,8713,4509,1542,1900,717,212,424,2508,7332,4793,4130,1031,2715,-3095,125,7853,4781,5638,5628,c
2792,184,401,1327,2194,6179,1458,526,912,62,-618,857,17704,-68,-555,968,6713,901,230,3332,8575,-26,28716,2839,4242,1077,1183,16742,6687,6302,6255,12421,2143,791,469,3457,142,2141,7695,14228,14414,4972,1230,7863,-1774,44,16043,8259,2028,4524,c
402,-446,165,-180,13,-20,530,279,208,-295,-877,-85,887,371,-1129,-47,-897,131,39,-385,590,-77,9392,469,924,131,248,2870,2049,15347,90,513,415,11735,836,262,1073,282,1438,3541,2043,853,2285,1161,-3069,352,1273,2310,23,9899,b
570,-527,376,-217,194,262,274,187,-51,-170,-1057,-25,564,-101,-238,5,-375,67,278,126,149,-130,40417,291,754,20,49,4819,829,19292,527,515,-34,15990,257,-73,1796,153,848,4015,830,229,-24,287,-3430,53,838,298,596,13633,b
2093,-693,258,-184,205,101,852,70,124,-237,-1232,314,963,21,-1219,497,-453,121,300,-302,479,-89,27703,700,1599,0,141,9261,1184,4099,836,1978,512,880,756,-24,1521,443,2225,5299,419,908,1451,846,-3207,110,1865,1818,3244,9495,b
134,-483,-173,-194,-80,-140,-19,26,-74,-237,-1061,459,1046,-21,-1172,-100,-629,-703,59,-538,365,-170,7146,447,-449,46,121,8086,3110,12171,24,-7,66,14407,125,-34,2304,-93,1266,3544,329,1058,878,673,-4102,202,798,769,119,10940,b
39,-480,6,-270,183,-36,229,-25,104,-270,-798,100,585,121,-993,207,-293,-79,-45,70,313,-149,2734,268,872,60,314,3385,727,5794,-61,2363,750,2246,1078,38,585,164,1283,2809,362,756,809,1031,-4475,317,1219,1834,-52,1232,b
1034,-83,-44,-225,-140,162,478,39,-31,-401,-1035,-116,590,151,-764,15,-450,102,135,145,571,-158,24773,443,247,-12,308,10470,1092,3605,141,482,314,1066,1706,-433,38,246,1788,3715,295,1105,556,1534,-1094,547,650,2883,-72,8261,b
2603,-325,180,-281,123,84,21,115,-5,-248,-748,-6,875,-118,-999,53,-480,-403,95,-12,112,-111,36833,174,16,8,280,8407,2811,16548,142,764,82,30668,304,65,1883,-78,2354,5249,4563,1275,285,542,-4169,46,644,726,54,16013,b
2975,-292,68,-22,31,5,330,24,50,-67,-475,474,275,-7,-750,-27,-73,-61,157,-10,555,-127,8119,973,146,83,161,15062,1851,22945,14,199,-36,20091,986,436,5199,212,2625,5139,3122,1696,972,1014,-809,-50,424,1675,14,11478,b
365,-79,194,-137,76,124,575,137,29,-250,-828,79,1001,272,-915,-140,-576,-358,9,469,311,-24,6370,768,1167,93,86,8238,2962,17964,218,1358,306,19698,380,36,1458,76,1594,4710,516,1084,1516,717,-4633,487,1063,1141,23,9869,b
517,-273,488,-241,-66,51,898,235,198,-529,-1148,109,1354,326,-1340,126,142,-381,28,1530,750,-149,10527,2867,76,98,-103,9891,2887,15767,1008,880,3304,2105,1711,230,1146,4,2032,4251,403,2252,1371,1676,-4535,907,1558,1789,37,10463,b
-141,-743,-40,32,1025,119,5653,386,188,-314,-393,68,14699,471,-1214,-147,910,276,-139,448,1914,-141,1876,865,302,212,814,15511,2723,12,1071,14056,451,476,1687,1638,68,94,2582,5387,501,2190,1230,5846,-891,369,9991,2264,3025,4593,b
474,231,53,-152,44,47,574,179,607,-285,-883,41,1399,211,-841,-130,-871,-25,103,-222,400,-197,11191,411,322,24,185,10683,1790,17487,81,259,-107,5771,929,-24,2091,280,1813,5131,230,497,2399,568,-4992,204,1142,1765,6669,12912,b
338,-228,-229,-104,-2,136,656,219,89,-292,-1090,-78,619,44,-1053,-163,-663,124,-125,-272,358,-99,1760,387,524,31,341,8133,1644,586,193,288,191,1196,1659,-233,549,151,1776,4180,613,1342,1227,570,-2605,558,975,2443,-73,9086,b
919,-788,127,-126,85,-8,443,82,95,-399,-1374,-141,913,56,-1143,205,-587,-71,85,-516,-36,-263,37299,151,-119,129,-61,3887,245,20987,-182,595,-54,16704,597,-130,467,-134,522,1798,1328,215,1210,235,-9356,215,1361,871,179,17884,b
30,-607,-86,-377,-208,647,492,10,-157,-518,-1292,54,704,352,-2009,74,-764,-407,-185,-48,306,-294,3942,328,1153,209,60,5032,1144,6942,267,589,505,1846,425,-490,803,81,1462,2559,508,1068,1326,580,-7450,988,1699,1618,70,9870,b
931,-527,196,-238,30,98,692,-39,84,-256,-1437,-7,845,371,-1345,-228,-637,-85,-175,-21,177,-131,21033,472,226,373,-170,12492,1931,14064,178,843,278,17394,626,-652,1121,63,1873,4711,917,374,1126,994,-3229,438,1172,1106,-58,10058,b
377,-1441,1061,-547,-256,-364,202,8,24,-460,-1904,-93,531,160,-791,127,-1521,-1003,-67,-300,524,-244,6552,-103,-2556,69,-207,9014,971,14073,138,219,-103,9499,1581,-379,1105,197,1131,1873,4346,4440,496,338,-3829,317,1893,4609,83,8235,b
675,572,384,-119,-81,354,52,149,123,-251,-667,-61,1709,1178,-770,197,-630,-186,86,96,193,-39,24840,505,1079,-9,1,7598,962,12187,158,82,386,16640,614,115,1010,256,1331,4636,1273,1066,637,662,-1091,1489,538,2049,306,11408,b
1274,-441,335,-208,45,-147,501,191,47,-357,-1248,6,2053,858,-387,143,-863,-35,116,516,507,-127,19436,552,-541,-67,-72,8400,1251,15653,255,765,385,24887,509,-365,1216,192,1438,3904,7333,1544,496,449,-3419,1082,1364,2051,178,10337,b
2103,-922,-133,-395,-118,6,794,-260,-36,-559,-1794,164,1161,-180,-1339,257,-907,-743,84,169,146,-201,36616,-219,754,127,-570,6369,1177,15505,-139,246,-185,16417,917,-644,1660,-151,1167,2919,732,923,1127,92,-7365,312,1177,1536,162,18009,b
5944,-60,154,-198,53,1,536,-3,106,-378,-501,116,663,-36,-261,-119,1245,-335,-241,216,126,-82,43232,350,235,124,227,11044,816,9093,275,674,311,25064,574,75,3806,204,1192,4615,454,580,1170,228,-2950,217,682,554,-45,18414,b
1199,-794,353,-155,-60,123,633,209,216,-405,-1013,-86,654,-121,-375,656,-812,23,155,35,266,-82,19053,169,494,43,-120,7525,1163,15078,4,579,153,20027,911,-231,602,101,1161,3149,3909,2087,171,440,-3422,491,1428,1714,30,10000,b
1095,-230,138,-96,96,-181,453,27,153,-254,-898,36,1471,304,-223,490,-754,-15,154,467,286,-195,18723,998,1446,50,153,4002,680,16428,-51,680,316,37670,1581,-70,790,251,1568,2591,966,264,1045,1256,-4883,552,1128,3029,11,11206,b
74,-475,269,-166,-26,53,804,245,90,-281,-1122,-40,1601,186,-1039,209,-843,-25,65,160,182,-124,850,321,2698,121,23,4298,703,3543,154,399,51,7163,877,-224,514,-50,874,2563,537,262,619,845,-3286,262,1573,1644,1,8386,b
1111,-280,57,-134,151,205,253,-8,21,-148,-873,110,1238,18,-575,-95,548,-224,312,-59,1178,-98,22495,369,-286,124,229,9280,1904,7046,646,396,417,26927,877,-82,2192,-2,1883,3629,203,2561,422,610,-5951,136,1230,645,16,13706,b
667,-960,182,-163,-30,445,492,35,51,-291,-1214,84,500,12,-1299,-11,-259,24,62,-328,562,-257,11761,153,772,-46,69,6617,1104,9717,180,724,351,14109,689,-526,1176,201,1295,2728,579,820,1571,615,-7487,136,1696,752,7,10189,b
1015,-731,-206,-178,79,53,495,138,17,-216,-931,209,623,-32,-904,3,-305,-203,-272,314,277,-188,12404,601,83,8,275,4666,1516,2799,46,303,109,39825,588,-100,1758,72,1815,2858,2576,758,1069,547,-5251,77,1015,565,25,16214,b
44,-553,-10,-164,-20,-24,219,-18,-6,-475,-1554,-34,224,-163,-1299,-113,-127,-199,256,-329,208,-219,3680,219,517,3,-295,4518,590,7225,-227,666,-74,7131,538,-625,910,22,2000,1567,587,586,1499,890,-5778,0,1583,776,-71,7514,b
