0,1,2,3,4,5,6,7,8,9,class
145.0,39.0,78.0,145.0,456.0,30.0,37.0,2.0,50.0,12.0,a
39.0,25.0,96.0,148.0,581.0,34.0,366.0,158.0,71.0,10.0,a
-6.0,32.0,197.0,159.0,1724.0,51.0,277.0,104.0,115.0,18.0,a
85.0,29.0,60.0,153.0,609.0,31.0,125.0,65.0,62.0,28.0,a
4.0,28.0,129.0,119.0,1086.0,41.0,970.0,50.0,65.0,-4.0,a
5.0,15.0,235.0,129.0,1057.0,43.0,297.0,93.0,79.0,3.0,a
29.0,18.0,159.0,134.0,1494.0,58.0,427.0,135.0,74.0,8.0,a
-142.0,29.0,-19.0,43.0,448.0,-30.0,85.0,102.0,177.0,-22.0,a
15.0,98.0,84.0,179.0,785.0,33.0,226.0,69.0,67.0,29.0,a
26.0,24.0,99.0,153.0,655.0,33.0,208.0,101.0,68.0,16.0,a
134.0,34.0,79.0,165.0,380.0,37.0,201.0,47.0,65.0,43.0,a
182.0,12.0,100.0,194.0,713.0,30.0,203.0,69.0,65.0,58.0,a
97.0,67.0,59.0,161.0,420.0,39.0,100.0,63.0,52.0,51.0,a
86.0,14.0,177.0,210.0,881.0,44.0,315.0,15.0,62.0,17.0,a
44.0,46.0,137.0,179.0,809.0,47.0,310.0,148.0,77.0,33.0,a
97.0,38.0,138.0,200.0,240.0,29.0,152.0,30.0,65.0,30.0,a
369.0,203.0,16.0,335.0,165.0,28.0,20.0,15.0,44.0,62.0,b
573.0,182.0,13.0,298.0,109.0,21.0,38.0,8.0,53.0,145.0,b
128.0,117.0,39.0,212.0,215.0,13.0,49.0,22.0,53.0,121.0,b
84.0,153.0,40.0,273.0,366.0,27.0,49.0,26.0,41.0,66.0,b
34.0,167.0,70.0,251.0,131.0,13.0,21.0,8.0,76.0,71.0,b
593.0,94.0,56.0,298.0,149.0,26.0,74.0,2.0,40.0,122.0,b
397.0,89.0,47.0,236.0,351.0,31.0,35.0,18.0,35.0,46.0,b
518.0,215.0,54.0,338.0,166.0,25.0,41.0,7.0,39.0,89.0,b
174.0,389.0,62.0,159.0,626.0,21.0,17.0,11.0,35.0,-2.0,b
149.0,421.0,43.0,236.0,429.0,23.0,30.0,9.0,32.0,20.0,b
186.0,168.0,50.0,219.0,411.0,23.0,60.0,8.0,68.0,48.0,b
115.0,109.0,37.0,211.0,340.0,5.0,55.0,27.0,47.0,1.0,b
264.0,207.0,38.0,318.0,205.0,13.0,36.0,11.0,48.0,92.0,b
73.0,85.0,8.0,169.0,499.0,12.0,52.0,54.0,56.0,16.0,b
313.0,215.0,31.0,370.0,322.0,11.0,29.0,23.0,40.0,56.0,b
375.0,152.0,30.0,289.0,350.0,19.0,42.0,26.0,38.0,81.0,b
34.0,379.0,8.0,197.0,218.0,24.0,24.0,-1.0,45.0,76.0,b
8.0,96.0,71.0,123.0,414.0,33.0,62.0,10.0,49.0,2.0,b
120.0,112.0,34.0,178.0,347.0,31.0,60.0,-8.0,55.0,42.0,b
376.0,187.0,16.0,256.0,264.0,23.0,51.0,28.0,56.0,66.0,b
184.0,223.0,28.0,274.0,267.0,22.0,42.0,18.0,50.0,101.0,b
193.0,104.0,67.0,167.0,380.0,29.0,31.0,5.0,42.0,47.0,b
264.0,96.0,40.0,238.0,180.0,25.0,36.0,11.0,49.0,86.0,b
363.0,253.0,26.0,233.0,275.0,13.0,32.0,7.0,42.0,36.0,b
319.0,351.0,35.0,244.0,468.0,34.0,76.0,11.0,45.0,96.0,b
373.0,159.0,33.0,243.0,289.0,2.0,21.0,7.0,34.0,62.0,b
354.0,317.0,21.0,262.0,237.0,22.0,33.0,8.0,56.0,128.0,b
569.0,184.0,33.0,329.0,145.0,18.0,16.0,4.0,54.0,75.0,b
211.0,135.0,57.0,255.0,414.0,22.0,84.0,20.0,47.0,69.0,b
82.0,137.0,56.0,201.0,479.0,20.0,64.0,7.0,46.0,43.0,b
26.0,139.0,36.0,174.0,379.0,7.0,103.0,29.0,77.0,15.0,b
191.0,115.0,45.0,249.0,287.0,19.0,55.0,5.0,65.0,70.0,b
339.0,86.0,10.0,256.0,190.0,26.0,27.0,11.0,42.0,100.0,b
9.0,46.0,231.0,168.0,439.0,25.0,182.0,85.0,66.0,2.0,b
469.0,185.0,25.0,261.0,326.0,16.0,25.0,6.0,38.0,80.0,b
105.0,207.0,36.0,255.0,350.0,30.0,23.0,6.0,39.0,52.0,b
772.0,234.0,15.0,257.0,126.0,15.0,15.0,7.0,27.0,37.0,b
348.0,138.0,42.0,252.0,263.0,24.0,30.0,5.0,41.0,44.0,b
212.0,130.0,84.0,288.0,167.0,21.0,41.0,11.0,58.0,39.0,b
161.0,63.0,60.0,206.0,420.0,39.0,58.0,8.0,47.0,35.0,b
307.0,242.0,47.0,378.0,174.0,17.0,28.0,4.0,58.0,86.0,b
3.0,80.0,15.0,101.0,384.0,6.0,106.0,28.0,77.0,-7.0,b
253.0,139.0,85.0,217.0,276.0,31.0,73.0,4.0,47.0,56.0,b
513.0,254.0,45.0,384.0,135.0,26.0,34.0,2.0,38.0,91.0,b
71.0,79.0,67.0,178.0,295.0,15.0,95.0,7.0,47.0,28.0,b
267.0,103.0,40.0,266.0,346.0,19.0,58.0,4.0,41.0,59.0,b
385.0,164.0,51.0,345.0,297.0,26.0,27.0,10.0,41.0,75.0,b
668.0,230.0,17.0,261.0,70.0,35.0,20.0,12.0,46.0,80.0,b
233.0,163.0,113.0,224.0,389.0,31.0,85.0,6.0,46.0,20.0,b
190.0,249.0,12.0,373.0,65.0,17.0,21.0,10.0,36.0,77.0,b
288.0,243.0,86.0,280.0,467.0,32.0,61.0,5.0,60.0,48.0,b
415.0,215.0,24.0,265.0,141.0,22.0,27.0,8.0,78.0,99.0,b
