0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,class
2721,443,2339,1392,181,3927,205,1693,780,108,1808,328,2496,8589,782,44,822,788,10615,4747,6320,12704,1012,1510,-32,9276,9570,1759,2838,343,759,3410,1284,4395,2216,622,-119,622,4756,55,6963,1719,191,558,177,1099,187,71,777,282,166,514,5573,1438,37,2263,488,801,501,-181,1481,9639,3110,11160,8318,528,1477,4931,5915,524,3205,27,115,9835,252,388,2422,1037,277,1085,197,2017,163,214,76,1796,565,54,14028,15923,5225,929,13691,1486,-1662,-19,5247,492,545,3052,a
4006,1408,6330,2765,252,7012,1111,1934,1548,2075,3423,2195,3468,10941,2147,821,2503,1939,11535,11388,12791,13375,1119,4243,555,9770,11709,2739,2453,1139,2033,3340,5178,6934,4622,1394,-222,235,10333,409,7393,957,257,1050,936,1409,2569,175,790,772,646,208,1437,4281,392,5061,1622,1611,414,479,2387,20252,3280,17953,9894,3243,6594,6184,12238,1800,2666,197,842,17687,2904,699,-242,1744,200,4169,1476,1620,382,1148,1004,1614,2421,-394,13995,8112,9297,1631,14341,1930,-55,89,7450,3398,660,3286,a
1576,286,2128,806,213,4235,946,1180,366,81,920,128,1778,9099,896,1106,724,610,7153,5844,7646,11754,1658,1432,104,7602,7071,1185,1318,450,1623,2403,1273,3157,1579,540,-181,654,4267,73,7077,2801,495,419,114,945,922,135,227,277,287,147,3266,1000,128,2272,217,667,660,-192,729,9389,2488,14625,9368,729,2625,3259,7900,850,1577,133,148,7429,1386,289,1336,394,-31,1390,301,1729,429,134,-66,1374,1610,37,14388,33113,3762,2307,14738,1666,-99,29,3128,864,3921,874,a
4336,748,3931,2794,-9,5817,508,2433,3229,2042,6366,1871,4938,14817,3796,-248,5670,1118,12073,12121,12561,18009,300,5563,138,10938,14201,3219,4920,1650,82,6529,4654,12708,5844,1475,-33,667,3564,1084,5161,4342,-325,1203,383,5133,1061,97,2246,577,45,5638,327,3976,243,1722,563,2246,1266,2427,7482,13204,2575,19721,9434,3982,2633,7987,14120,2504,2557,795,588,10588,2755,811,488,1281,-80,6864,509,930,539,738,3604,3788,1464,-913,5440,5491,12340,497,12320,2627,-382,95,15199,4008,83,9265,a
1722,253,1327,1439,1595,3997,2431,1305,1186,237,2097,343,2139,9857,999,2615,768,1100,10334,13939,8313,10399,5448,2319,437,6551,7705,1117,2435,754,740,3472,2375,6868,2722,549,-91,1685,9916,468,11913,12611,1478,1112,215,1389,1081,78,385,319,644,311,6149,2259,227,2525,995,891,994,261,1729,12995,6602,13418,12008,1986,1923,1510,12781,2421,6253,204,294,13852,2151,381,3614,1380,103,6949,2345,2084,763,342,1067,2324,3699,-527,18572,30021,6244,728,13783,1792,-125,96,8407,5061,5431,2131,a
1053,708,349,1171,151,2211,722,1238,56,-132,1464,467,3662,7574,774,137,1318,420,1724,3728,4786,6209,793,1786,-70,8075,5656,368,831,406,-103,3732,467,10835,1582,311,-704,165,680,179,3751,3123,425,1238,85,1181,9,595,321,259,311,-500,604,1942,118,1814,722,765,340,56,1668,2055,382,6553,4087,1044,335,2102,4342,713,600,-4,33,4876,590,14,113,127,70,774,231,548,463,-4,118,732,1275,-855,4196,23475,5415,2613,8566,1214,85,-47,6979,808,1228,670,a
1116,65,300,583,1061,2331,280,1251,577,100,1620,54,1437,6212,466,1227,601,1070,8006,11354,5876,9876,6317,1840,343,4008,6462,423,1340,400,76,1541,2715,4569,2387,137,-88,1323,10683,198,15733,8378,2520,368,38,840,1368,36,453,77,396,204,2314,1101,121,3023,540,313,767,31,876,8515,1283,7207,11990,770,1094,793,6341,1331,4311,43,145,11277,1251,238,5086,1972,81,7199,399,1557,301,48,481,1640,1814,785,20974,33261,3835,717,13687,1082,6,51,3193,3286,8753,1550,a
3462,362,1914,1666,195,2672,375,2225,1797,1092,3194,609,5993,7621,1336,32,2094,1199,8000,4132,5540,9319,536,2615,308,11090,9225,930,1690,189,582,1368,2881,7857,5079,898,-27,368,3854,628,5073,812,472,1204,457,1648,663,166,1231,533,221,1151,3294,2359,525,2232,1156,986,807,903,4555,3961,946,11245,9867,2985,2353,3488,7885,1657,2182,297,378,7259,4199,784,296,679,18,1893,386,1623,431,578,1004,2153,1568,-318,7333,6234,6181,609,13697,1075,33,29,13188,2184,359,5105,a
4143,555,2155,2043,60,5707,559,2545,1714,2797,3674,672,7734,9822,1031,1491,3552,2172,8971,7982,11102,18241,786,3606,351,8890,8842,1107,5734,355,3,4022,3783,12082,3559,652,-19,636,4733,1062,5469,2916,796,844,627,3070,469,93,845,546,344,1565,9709,3143,765,3293,866,1329,2004,872,7345,6030,1844,9245,10844,6249,3134,10967,13040,2598,1422,637,256,11956,2318,778,956,836,80,4191,454,464,789,592,1127,2831,2419,37,7366,13040,14788,1006,15344,5034,99,41,18309,3263,2018,11906,a
852,331,561,1548,689,2284,497,849,293,-174,1085,308,1615,4481,937,-2037,477,433,3800,9215,3401,9518,1466,1228,-37,3361,788,517,1414,808,5,1265,663,6105,1222,64,-413,160,4094,-474,11055,18842,593,442,375,1303,-23,509,-110,174,104,-969,2496,846,-2,2392,541,1350,218,-241,462,2496,1347,3713,8313,602,849,1763,6623,1487,4958,-453,416,5200,448,133,2697,349,-293,3189,718,823,148,-552,803,404,1539,221,13423,37268,3975,-32,8849,378,34,-69,3820,873,2133,1070,a
1614,273,806,977,100,2496,280,637,334,443,1244,183,1836,5174,614,224,533,814,7676,3328,4356,10559,677,1251,128,6962,8353,783,2334,318,4380,2430,507,1656,1471,251,-83,694,2252,-29,4795,1045,173,346,165,773,75,145,584,278,130,381,301,679,115,848,418,370,880,3,639,5159,458,6977,4370,837,1021,3054,3307,516,736,32,83,4179,676,224,261,893,72,4465,188,933,42,125,206,1045,1453,-223,6907,10553,2964,878,8180,1386,-79,-7,1658,503,373,676,a
2810,161,787,928,371,2861,571,975,608,367,1281,90,2418,5821,469,694,633,-5,7128,6560,5208,12119,1493,2257,81,7016,4839,552,4409,507,-31,4206,2999,3950,2062,478,-154,765,6448,45,10614,799,252,544,73,852,283,126,622,176,5,504,551,1309,69,2354,495,595,885,-93,1933,7492,2561,7449,8157,721,687,2763,6984,1379,3016,-18,56,6893,1272,218,65,324,127,3214,287,1608,325,-16,1109,1506,2412,-1097,14160,29843,4198,1336,11486,1988,-2933,-16,2517,711,4747,1897,a
2685,557,2760,1741,330,2150,918,1560,1513,1835,1756,564,2890,8705,813,894,1377,527,11237,9653,7292,13625,1076,2423,318,12521,8600,879,4782,329,-147,2058,2726,6056,2605,662,-71,1018,3630,545,9919,4609,127,696,441,2119,791,-59,1583,298,1394,1209,1290,2116,230,1978,919,815,900,303,3476,6941,7591,12422,12751,1636,1745,3958,10368,1701,1869,138,393,9077,1088,640,493,261,122,1979,684,1642,296,213,701,2498,1988,-1014,13954,12739,3409,743,13069,2524,-1879,-9,4563,1368,859,2013,a
1322,576,2590,478,-1,2692,253,786,235,22,637,246,1520,7089,442,-240,871,525,10754,5593,7059,7434,652,1728,217,4541,8976,1261,980,647,-197,3448,653,2818,1688,488,-289,692,8411,49,4875,1370,-2,575,86,710,238,204,245,373,286,-104,379,1216,-39,1794,427,636,294,-42,493,6148,2295,13502,5781,1230,1836,2531,7279,613,844,202,140,8121,1249,-10,188,98,143,815,583,2555,240,102,63,1021,1049,-103,5940,14679,4023,1674,9887,525,-1598,41,3313,1254,197,924,a
2208,143,745,588,343,2505,287,1622,751,703,1935,608,3809,3879,1003,676,1519,905,3931,5837,6724,10057,1131,1737,480,8882,11658,295,6844,272,35,1567,1946,8003,2910,328,18,386,5523,311,11103,6720,1059,520,312,1505,708,89,665,203,111,1213,578,1450,121,2610,595,568,1381,316,2604,2246,1000,6353,8574,3130,1228,4214,8894,1940,2988,526,176,9122,1428,400,2426,639,101,2665,210,827,253,376,925,1630,2594,-517,12324,22556,6320,200,13511,1677,40,34,8817,2632,1456,5008,a
1136,133,539,207,73,2253,375,732,401,7,857,-2,2279,7704,967,-980,542,980,7466,5706,3889,5105,904,1092,-22,3858,7688,950,1539,257,405,2481,934,3157,1667,254,-109,1200,4020,-15,3770,3683,202,202,147,849,412,48,202,129,217,190,489,473,162,665,246,409,264,83,590,5934,1377,15958,6702,293,1586,2277,5144,295,1804,-5,173,5130,1960,165,562,101,-112,1879,192,1141,62,69,122,630,766,-266,6166,4158,3115,310,9064,530,-119,-28,2898,468,166,1165,a
3603,484,3462,1684,493,10977,722,2330,1691,2734,8259,1234,3322,14218,3132,-78,2809,2364,14192,10261,14080,15738,2459,3789,218,10482,12468,3551,3861,2027,3870,3712,8019,11764,9285,1697,-123,3547,7620,875,5137,16370,67,1248,627,3151,843,-136,1442,499,817,1891,1337,7340,623,4145,2134,2244,850,856,5685,19999,4341,19547,11030,2955,4731,8755,13529,3416,5143,-121,592,16332,5927,459,1264,3811,-37,9848,1467,3561,345,474,1458,3705,2038,-2663,14348,21112,14448,-93,14153,7121,-42,224,10605,1893,-1033,4889,a
1651,256,1605,902,27,3632,172,831,656,7,2524,420,2299,1886,876,-411,1480,918,9536,1315,4198,12453,427,1158,11,5139,1871,1110,3268,288,228,3167,1006,3197,2014,518,-141,299,1953,624,2565,1376,-137,857,171,846,478,85,483,186,357,282,344,1631,254,870,433,974,563,102,1041,5109,1142,7168,6506,1590,1538,1986,5842,593,1063,100,228,4268,1290,163,-150,829,133,137,251,1082,22,117,256,1800,1311,-569,4505,6156,3225,1274,8275,1597,111,0,4017,156,-401,905,a
2183,336,1287,2191,172,3008,438,1915,537,148,2103,557,2348,10105,1042,-493,1255,1142,9431,1618,8102,15952,860,1687,326,7905,9306,1129,3773,680,337,1668,1199,3201,1644,736,-71,729,2202,239,4841,830,358,944,211,1443,387,44,258,446,589,525,449,1663,231,1330,254,1016,173,165,887,7099,8203,12728,6947,1341,811,3386,5486,611,745,227,309,5462,968,377,175,454,22,1644,116,1719,162,466,205,1354,959,-522,8960,9377,5813,540,18447,1426,-178,-22,6514,363,929,557,a
2632,632,1432,2299,167,2483,1138,2595,973,813,1945,495,1899,14308,931,485,1204,1335,6934,10570,8618,11371,1223,3238,240,8102,9966,1542,3436,243,6903,1473,2124,6616,2416,570,-45,1611,8037,970,10206,3033,124,753,214,1690,478,16,1072,274,214,630,5681,2533,174,1083,636,462,1038,274,2224,13872,5106,11115,14543,1844,1403,4262,10066,1325,2810,252,187,6622,1194,451,322,180,41,3799,1775,1015,296,112,901,2314,1495,-1287,7574,14396,8676,760,14061,1116,-1103,16,6090,2964,752,1161,a
1548,145,1004,980,280,2466,295,629,659,87,1503,665,1798,5967,832,-107,1098,1055,9433,6496,5253,10749,778,1183,72,5270,4814,1037,1369,607,685,2822,1385,6122,1491,344,-158,800,2583,396,7466,3341,135,542,165,718,76,95,209,323,304,183,733,1169,161,1318,447,703,287,135,567,8770,3523,10522,8223,1220,1397,1393,6181,842,2725,138,107,9245,1258,273,996,207,127,3492,353,1184,264,286,89,1090,1224,-58,8903,4672,3058,553,15857,676,-54,47,4835,1986,-43,953,a
1809,700,605,2552,-39,2277,1713,3098,1347,245,4138,765,4024,6812,1537,622,929,1007,8776,8957,6054,13164,840,2794,415,7184,5320,1083,1832,314,1840,3489,4573,9030,1987,695,-146,2780,6877,957,6491,2354,328,1048,304,1623,270,128,726,426,1929,1188,896,1847,306,1458,562,877,1128,-70,2239,4325,8704,13112,5658,1458,2509,2641,7323,1318,2376,49,86,4154,760,603,393,435,280,11731,1251,875,689,438,499,3139,1761,-2332,14374,41348,5314,669,16954,1653,-274,29,7328,1800,3104,606,a
3598,449,3421,3874,-31,3324,347,2002,1116,233,2803,1458,1577,9907,1718,1344,3887,690,7800,8301,8343,13520,448,2085,274,5155,11063,1846,4054,968,58,2248,998,8570,2735,1508,-283,644,1693,615,4013,360,194,1888,417,2511,1578,222,817,1047,120,922,-213,3675,365,2272,1352,969,-143,308,1743,8062,1504,14119,9813,3184,2248,2328,10541,944,1804,198,690,7107,2690,963,-29,1623,419,4866,543,1865,202,458,478,1584,886,-432,8639,10361,11474,830,6683,1005,0,-44,12577,1557,-285,2736,a
