@relation MLLmattest

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 90 numeric
@attribute 91 numeric
@attribute 92 numeric
@attribute 93 numeric
@attribute 94 numeric
@attribute 95 numeric
@attribute 96 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute 99 numeric
@attribute class {a,c,b}

@data
49,916,8224,26927,287,2878,386,2286,2578,678,3068,15116,1782,24863,963,313,154,561,6671,5474,1481,4962,2574,76,2428,-507,1833,1242,290,2603,6361,2819,2711,284,2076,2698,2381,832,583,-377,10218,755,2822,146,200,2606,1565,-130,772,-111,1018,3252,415,2482,2509,1952,105,1889,3535,4789,684,1462,1220,17949,13713,5443,41,11038,3467,1581,6484,4930,2903,23589,16104,2024,3313,403,4678,639,70,1651,860,9,3350,5955,248,1658,6366,6382,5154,620,3131,8772,815,772,520,5249,9771,3137,a
-30,2151,11741,22163,463,5741,6,4525,6084,8151,10216,17356,1163,21246,1251,772,185,658,112,7792,2565,3686,1538,319,5089,0,1106,10098,4491,11136,2205,7967,3833,348,1647,14894,2093,2335,1409,-360,12640,2008,3404,904,1129,4367,1372,-248,1982,290,1843,3611,3676,-13,2892,4049,498,1344,10526,5338,138,4139,2489,17898,20681,20435,1506,3620,6533,116,3066,3212,5132,9936,27561,1104,5460,248,12745,4683,91,10199,2302,760,12718,8475,157,4706,8052,13756,19356,3428,11521,18211,2446,1497,343,10357,18525,4644,a
-220,1191,8070,18124,218,5497,1291,3901,2451,1867,13441,915,1685,25015,1743,1362,407,1643,-409,5121,1220,4541,272,25,8416,-79,1488,796,1037,12771,27663,9131,2096,-435,2715,970,-305,888,625,10,6552,1157,2113,246,1393,3111,222,-270,850,-74,1862,3515,1607,346,2040,2762,483,545,5017,6416,391,3762,522,18081,21070,1280,828,9252,5644,160,5898,3506,3789,10019,12408,1922,3102,459,6029,5574,-49,3538,933,146,9157,7384,266,2756,3895,12387,7355,-726,1516,18024,1471,1063,2267,6557,16739,4007,a
-14,3297,13499,21881,1310,2005,1522,1665,2992,3895,15203,5079,486,22632,1209,1384,636,1730,4024,7376,2024,6263,2622,359,11716,608,2108,233,3825,15543,24534,7151,4215,-38,5459,1768,3804,2837,1573,-112,1264,879,4543,1123,2123,5270,986,-248,2308,287,2364,4994,917,82,4915,4044,137,5720,5489,10071,2367,4144,3469,19034,21264,11528,402,14722,10102,75,3888,9343,4950,8751,25109,624,7812,304,8352,6373,43,12905,1663,775,9473,11329,9,5468,9879,17955,8701,-714,1734,10118,1963,1162,139,13773,17861,3495,a
-74,243,6844,26294,400,896,172,1045,2713,205,2893,1516,1457,20022,247,757,-211,1249,217,4931,533,4600,-256,90,7043,-76,299,595,522,704,1404,871,2586,-59,3247,-80,-471,1439,594,155,14430,1269,2442,490,278,412,506,-203,873,96,594,2082,186,480,1513,666,56,448,5132,1056,300,402,564,19564,17439,63,15,10998,3035,133,403,184,4726,18902,31053,1097,1063,383,10522,266,96,1653,702,2496,6948,10845,241,3261,3909,5981,10388,3763,95,14028,1145,438,768,9056,11312,4704,a
216,1518,9129,15190,579,552,1066,1725,5150,2791,6553,1584,186,20451,281,655,84,1764,2620,5309,1259,7564,2934,109,7567,-98,698,548,1358,3184,4975,2989,5073,-20,3540,2128,351,724,863,-153,13600,827,1633,581,808,4375,4747,-122,741,-122,1103,2081,322,3521,1329,1676,84,600,3904,2188,1617,1147,1099,20407,18315,6380,681,10290,4856,333,2590,1082,6755,13049,20105,954,3098,333,1370,1553,5,2305,1016,1227,13387,11823,81,2367,4762,14431,12705,823,2154,16618,460,512,205,5608,15278,2766,a
60,1056,6284,21036,1145,6677,633,1577,2125,3571,12979,19376,1180,22281,1715,680,178,1009,267,7028,1884,3547,484,458,6013,623,1511,2483,5219,11306,3431,7404,2648,652,2591,3667,4452,2479,988,-140,11235,889,5333,663,700,6406,2181,-64,1409,216,1370,5287,819,960,3810,2338,90,3385,5802,19372,1801,1633,1894,21976,20365,8868,833,13760,5112,136,7415,4038,5605,12196,19026,839,9055,286,7873,959,116,4351,1713,1048,4485,7840,105,2767,9462,14306,7483,157,4297,11470,473,1893,374,8341,11211,4903,a
14,1185,8168,22637,823,1038,654,2182,2220,1316,14472,3934,1865,24811,540,749,81,1366,263,6973,1256,10399,-315,329,6337,-468,397,4711,722,2316,1530,4828,1977,-26,3797,2204,-202,2712,582,-60,12716,1099,2829,747,449,2741,1122,-442,1122,-258,776,5416,29,262,1690,3913,121,1061,9597,683,383,985,458,21673,17256,522,536,2564,3656,84,2713,341,2456,19901,23683,1141,2494,207,4618,473,221,1821,737,4167,3550,5858,94,2177,5112,3460,6853,1610,2666,19958,2559,932,300,5798,13869,6876,a
-67,1363,14350,24425,-337,2349,602,2592,1798,5228,16060,14,1815,17130,1452,985,44,558,4729,6857,642,2770,7122,199,3770,-446,292,1324,64,6603,5760,3585,5689,-42,1087,611,-637,917,490,-433,4914,1472,1536,133,332,1875,225,-204,863,200,2181,2033,638,1035,1477,1639,147,5679,3121,6501,349,1502,776,21558,15860,12149,365,11753,3174,3552,5304,1607,3945,10836,20765,-106,5253,267,4001,1428,103,1718,1903,326,3840,8610,93,1510,4944,17369,5591,276,843,3901,1514,569,8,5891,9256,3797,a
-147,1145,1584,19201,664,4319,432,6690,2705,694,7423,2640,1634,27002,1176,1272,226,1448,1903,6819,2723,3197,69,212,5093,0,522,24,2414,12725,30788,7147,1869,319,1630,2578,1229,1980,832,-390,5999,1509,2479,658,510,5638,474,-379,826,77,2213,4025,1605,1454,1775,3658,871,732,5274,3640,468,2948,599,13317,21433,927,1209,3457,4538,495,2949,2174,3514,11809,14563,1208,2433,635,7031,1501,115,2382,2073,388,9259,5571,106,3074,3012,5441,6027,-811,2389,20905,1004,737,3011,5475,13545,2856,a
-97,1798,10364,18415,1086,3107,1486,1577,7600,3980,5329,3712,1580,28168,1344,139,59,870,1490,5064,1075,3782,2353,263,6685,135,945,-150,4631,8315,1192,4048,2214,314,2132,2441,2011,1223,370,-21,13546,909,1432,643,616,2115,993,-93,576,-391,828,3087,687,130,1430,2832,191,3575,4600,6876,1420,1510,1561,18767,20756,15461,352,19304,3317,190,8385,3949,2571,24625,24989,1041,5803,366,7234,3026,151,2740,1233,1673,9295,6293,127,1789,6002,19748,9322,3499,2920,9460,1526,1090,835,6085,14970,2356,a
20,1880,12024,27669,1438,1004,799,222,4509,336,3981,12846,694,15161,1689,324,159,717,482,6478,1299,1034,918,94,6114,124,126,-145,5191,3480,1905,3461,3150,547,543,5129,1020,499,1249,-304,3844,272,1501,376,672,1821,1577,-123,776,292,531,1373,965,1164,1235,1860,97,553,1257,1186,612,390,759,23569,12593,10812,-34,3889,3347,76,4587,1139,4137,8865,31928,199,2002,126,2364,1153,-42,1096,2092,910,3137,9763,-70,1883,3562,3421,1780,-1490,4017,5211,612,358,39,1746,7426,1890,a
1395,1835,11435,27548,409,404,635,1135,1032,2405,7812,4653,503,19090,261,694,275,976,61,5397,1094,1997,76,114,4528,277,200,-460,566,2909,6582,4329,2818,-30,3602,93,344,500,576,-53,5394,274,1545,742,1329,2211,1487,757,885,196,1185,5016,-74,33190,1363,979,35,878,1517,5349,682,577,1059,23453,19125,5237,757,1841,3862,7302,5932,770,3510,10666,13233,421,1648,387,866,1664,45,821,454,1803,4751,10104,2745,1893,4148,216,3454,-571,126,8193,217,425,4659,3310,1091,3903,c
572,836,312,23011,37,558,-113,190,87,1879,400,615,743,138,239,360,47,595,-27,3838,1046,1864,37,114,3386,299,123,-356,292,243,3725,2023,3005,129,1147,-49,-237,901,531,-426,247,156,698,53,239,1609,557,613,258,-138,606,2916,-105,17099,514,1041,20,116,993,254,164,875,384,16668,8785,308,-78,6609,2381,1691,3815,422,4115,1130,7688,759,1152,1763,746,410,73,719,60,1875,2345,5540,136,1414,3464,410,932,-569,28,4322,40,150,222,1579,35,4531,c
1498,2038,4670,23603,316,234,165,707,1065,3183,6646,1352,1197,18374,270,873,176,1135,9,8005,713,913,-214,98,5448,306,251,-546,1089,4176,11835,3917,5073,141,3408,209,-443,931,368,-27,6589,697,1763,567,689,1739,232,1815,709,-90,1640,3975,-2,30492,787,1885,120,1127,2022,1986,327,1286,417,18787,18541,23727,712,1115,3133,1942,6063,1817,3091,14044,7546,768,2406,355,1179,2523,68,2226,710,3274,3747,7269,4813,1849,3326,332,5718,1254,354,6664,413,747,3753,3228,4700,6147,c
1186,692,-157,24480,345,-56,-50,796,636,1753,2007,533,1644,24837,87,438,-48,722,1288,3237,845,2574,732,69,2298,252,161,-457,818,3991,13824,3367,3581,-39,2388,-85,-701,1265,490,-497,3287,709,2117,107,218,1800,507,833,517,-94,1148,2440,-84,31592,784,1442,57,176,1605,1422,128,1190,90,14535,17448,6364,252,2124,2371,1303,3522,533,2917,15492,18797,975,2275,549,431,866,171,1292,798,1809,4130,5970,898,1497,3455,1060,6686,2000,160,6357,307,422,3672,3485,5429,3244,c
1223,436,108,23184,284,-214,680,3093,520,1521,1112,10036,200,655,537,179,-59,423,18,7705,104,1676,19,134,3793,232,552,-522,141,4683,6961,1975,4227,41,1134,-12,-454,1677,178,-331,1195,2606,1440,32,209,1210,598,12947,322,65,935,992,-86,9090,830,1008,36,519,1861,392,198,875,744,20783,13283,14719,-235,1428,2387,16571,430,747,3746,7600,21466,1003,112,2567,3186,224,187,294,1426,764,3463,8991,17382,2965,1070,773,2822,-1692,-53,4106,169,344,316,7477,2528,4172,c
500,1083,7103,19161,1031,550,445,839,885,2242,4594,2330,762,17394,97,559,157,1147,79,5468,834,2717,-27,137,3628,-17,170,-275,398,2932,5383,4408,2993,18,3237,189,-296,750,423,-241,4168,248,1255,260,1304,1776,733,393,614,-116,1396,3606,-71,20470,1154,1579,33,820,1777,4493,744,733,771,22865,15365,7049,68,885,2313,2002,3838,214,3469,7146,10143,646,1498,714,1461,1823,11,1563,288,1876,3622,6210,3439,1436,2751,727,4539,-740,383,14474,264,355,2809,2965,2431,3821,c
404,1145,1346,29261,-93,306,-25,612,265,2558,5405,267,1200,19907,169,419,-135,357,-145,5137,732,1951,-73,201,3217,186,330,-674,546,3461,15301,4292,2625,177,1728,-97,216,751,280,-491,2472,213,1698,98,570,1265,534,1171,490,-328,997,3542,-106,16033,1409,2257,20,3448,2194,3090,231,1260,497,13136,18191,25046,261,1042,2715,2381,4485,1860,2105,6746,8556,1550,2726,1183,1130,1844,283,1352,537,5951,2867,4801,2574,1400,3004,513,4827,-1597,-16,8852,347,653,935,4232,4238,7519,c
1737,630,507,24632,198,403,57,2451,600,2478,1738,618,992,15347,61,915,-109,1405,70,4867,788,3074,202,-18,3599,-186,201,239,431,4522,4770,6311,3333,-56,1906,15,29,499,605,-569,2904,553,1291,17,943,3568,485,1448,448,189,1145,4225,45,36796,1199,1488,9,541,1284,490,344,534,1166,23831,15486,10702,-130,1202,2243,4341,3723,308,4206,10618,12899,-148,1914,788,1118,1017,134,938,458,2778,3210,6465,2880,1978,2550,345,3067,-2589,187,12446,190,486,2031,3330,2063,3535,c
1168,149,794,16081,306,34,76,2253,580,2118,2021,870,56,11140,57,926,-39,788,169,3939,648,1880,-50,61,2554,258,110,-83,102,4745,3921,4253,4196,46,1134,65,-21,516,755,-326,2134,112,537,-2,236,7038,762,728,316,734,650,1621,7,12046,1026,2088,61,724,950,752,257,716,261,14262,9489,8457,736,1274,820,1310,825,794,3598,10197,10962,618,1622,489,1095,671,6,1141,420,863,3140,2974,1544,1836,1168,670,3073,-1215,44,14355,78,145,1489,2625,1419,3353,c
3179,2237,-24,23275,27,688,45,1778,223,2638,347,335,2153,6890,233,557,-196,891,10,10454,2580,3384,-25,108,2887,770,1128,-813,482,2786,5482,7544,5924,481,3636,-4,721,1164,1600,-403,1135,135,2142,263,1383,3714,408,1885,1397,76,2063,7402,-51,28265,2614,1958,278,2995,3093,1866,1492,2557,474,21254,17458,24358,83,1578,5092,14058,7507,1391,4699,7708,7236,1612,1307,4727,3843,1928,423,204,1353,4736,3223,12266,17125,3068,5779,938,3659,-2886,115,5670,913,2010,343,8822,2359,8284,c
2770,3120,-21,29097,283,21,-11,70,423,0,1085,198,709,15737,249,186,-109,4,73,3443,410,558,-40,22,2280,-236,52,-419,128,368,4952,2429,2778,91,1514,10,-419,384,422,-169,3306,315,433,298,465,1531,419,337,294,-100,263,1098,-82,40023,646,991,0,253,137,1093,156,445,77,29579,11076,14484,-369,382,3989,3851,1842,1073,2889,6462,11717,626,209,448,282,1134,80,669,413,1978,842,9470,3644,622,1598,975,851,-2613,24,3586,93,170,303,627,1243,3063,c
684,1047,325,24362,805,837,136,2271,1141,2406,3942,1050,1927,18634,646,1346,28,1787,-52,5926,2234,2890,-91,148,6634,179,692,-716,1139,8382,12404,8058,4187,135,1857,-202,-269,960,735,-219,4861,756,2192,576,1169,4210,1015,1486,767,-317,823,2825,-86,17926,2251,2650,200,717,2117,2849,604,1526,422,18493,20010,6874,-460,2174,3751,999,4614,2649,3558,11278,11357,2181,2837,1467,3483,2070,259,2663,985,2409,4604,7057,4250,1997,3875,344,7199,-1735,192,7039,264,1167,1171,6011,9389,3887,c
1419,2240,2662,25391,57,121,80,2605,1587,2606,5267,904,1498,19978,320,582,-176,1526,66,7795,1187,2932,152,61,4494,551,132,-409,522,2313,11661,4453,3270,67,5636,-188,-259,921,380,-361,8701,355,1875,235,708,3382,573,1046,711,145,987,4507,42,32781,1463,1340,216,532,2326,1695,356,724,852,19127,17154,6621,27,2926,4772,5789,5975,1914,3886,17137,11424,1499,2212,2606,1562,1791,79,1022,715,5732,4410,9126,11239,2104,3721,421,6570,1195,52,12677,442,949,4684,5068,2304,6470,c
687,611,156,21113,658,187,229,7047,2171,2395,1962,1334,666,12604,501,710,47,953,-4,7994,1459,2308,253,121,1242,212,509,-419,1197,4944,3926,4018,4666,187,1841,0,-10,1309,689,-328,1695,1739,2264,412,687,3987,222,1661,553,160,1350,4826,-45,2480,2156,2328,163,1577,2477,2645,358,3215,1136,17893,20785,9897,10,1336,4392,4781,41,1410,3212,13060,21985,1011,2457,867,7433,1450,62,1657,1662,712,4578,7730,9918,2816,2680,1325,8458,-3170,99,6375,342,663,82,8807,11771,4321,c
1215,556,-68,26413,-30,224,117,1019,299,-13,288,345,1969,4758,570,151,-403,573,34,5425,315,1468,4,-53,2584,263,119,-678,200,519,5589,1614,4957,65,1394,-127,-691,1151,59,-271,9194,1629,1294,404,129,809,150,986,181,-376,559,817,-17,31297,242,836,-20,244,1532,669,307,828,-1,20800,16143,12095,-365,1463,2462,4331,1562,682,2968,19548,20609,1553,773,647,1601,521,156,831,315,4880,2401,9459,5428,1377,1527,2,3486,-339,200,10333,200,261,1400,2867,4466,5522,c
1482,545,1943,17461,-61,400,-158,2226,631,3291,3371,1773,2127,1228,222,1245,-80,1025,124,6711,978,2396,-300,61,5285,-442,157,-813,305,2464,6734,4287,3703,-51,3049,-77,-518,679,386,-459,4536,-68,1693,130,555,2615,199,1562,448,-311,1184,4146,-27,36905,863,1951,9,910,1089,2007,664,845,716,17698,17857,23674,909,1493,4276,6170,4029,1389,3383,17348,5605,2299,1882,560,1316,1718,200,971,325,2169,3226,6049,5516,2066,3337,13,4482,368,101,14238,249,787,2144,3549,544,6042,c
1829,1255,-86,22011,-120,221,-161,496,28,-421,-31,85,6991,750,14,148,-202,624,83,5147,1199,1185,-176,16,4460,-269,553,-791,1089,213,2335,4863,1145,-22,1043,-58,-307,1280,46,-847,-753,-517,1270,56,336,2846,33,653,570,-304,1017,1129,-188,32472,1468,1605,95,621,817,1199,387,792,1472,14660,15333,8124,67,1485,4493,13776,4998,111,3920,927,316,2280,526,30017,1275,600,1733,190,189,15422,3711,9654,5025,2381,2250,947,1368,-1739,20,1362,884,604,-18,2801,53,14140,c
1775,2471,-114,21320,1308,6,551,2221,603,7080,2425,8290,1015,15283,257,504,-10,973,285,8503,1198,4672,1274,97,3070,1205,634,-769,1288,9937,10291,5271,7100,525,2454,-64,-349,1661,780,-306,6145,1716,2516,153,706,2995,1389,2406,861,-292,2060,8845,-8,32022,2454,2830,338,1704,5104,4555,1046,1838,605,17120,18570,22034,1057,1408,4215,1032,6482,1861,3470,20281,14994,1328,2608,525,3860,3602,185,1155,2655,4457,4476,10924,6646,3539,2625,1045,8037,-265,53,6886,531,1059,1053,7963,7816,6490,c
