0,1,2,3,4,5,6,7,8,9,class
193.0,104.0,67.0,167.0,380.0,29.0,31.0,150.0,5.0,47.0,b
264.0,96.0,40.0,238.0,180.0,25.0,36.0,64.0,11.0,86.0,b
363.0,253.0,26.0,233.0,275.0,13.0,32.0,70.0,7.0,36.0,b
319.0,351.0,35.0,244.0,468.0,34.0,76.0,105.0,11.0,96.0,b
373.0,159.0,33.0,243.0,289.0,2.0,21.0,86.0,7.0,62.0,b
354.0,317.0,21.0,262.0,237.0,22.0,33.0,74.0,8.0,128.0,b
569.0,184.0,33.0,329.0,145.0,18.0,16.0,56.0,4.0,75.0,b
211.0,135.0,57.0,255.0,414.0,22.0,84.0,86.0,20.0,69.0,b
82.0,137.0,56.0,201.0,479.0,20.0,64.0,92.0,7.0,43.0,b
26.0,139.0,36.0,174.0,379.0,7.0,103.0,130.0,29.0,15.0,b
191.0,115.0,45.0,249.0,287.0,19.0,55.0,89.0,5.0,70.0,b
339.0,86.0,10.0,256.0,190.0,26.0,27.0,89.0,11.0,100.0,b
9.0,46.0,231.0,168.0,439.0,25.0,182.0,181.0,85.0,2.0,b
469.0,185.0,25.0,261.0,326.0,16.0,25.0,91.0,6.0,80.0,b
105.0,207.0,36.0,255.0,350.0,30.0,23.0,82.0,6.0,52.0,b
772.0,234.0,15.0,257.0,126.0,15.0,15.0,61.0,7.0,37.0,b
348.0,138.0,42.0,252.0,263.0,24.0,30.0,97.0,5.0,44.0,b
212.0,130.0,84.0,288.0,167.0,21.0,41.0,78.0,11.0,39.0,b
161.0,63.0,60.0,206.0,420.0,39.0,58.0,111.0,8.0,35.0,b
307.0,242.0,47.0,378.0,174.0,17.0,28.0,55.0,4.0,86.0,b
3.0,80.0,15.0,101.0,384.0,6.0,106.0,147.0,28.0,-7.0,b
253.0,139.0,85.0,217.0,276.0,31.0,73.0,90.0,4.0,56.0,b
513.0,254.0,45.0,384.0,135.0,26.0,34.0,43.0,2.0,91.0,b
71.0,79.0,67.0,178.0,295.0,15.0,95.0,72.0,7.0,28.0,b
267.0,103.0,40.0,266.0,346.0,19.0,58.0,88.0,4.0,59.0,b
385.0,164.0,51.0,345.0,297.0,26.0,27.0,82.0,10.0,75.0,b
668.0,230.0,17.0,261.0,70.0,35.0,20.0,91.0,12.0,80.0,b
233.0,163.0,113.0,224.0,389.0,31.0,85.0,64.0,6.0,20.0,b
190.0,249.0,12.0,373.0,65.0,17.0,21.0,61.0,10.0,77.0,b
288.0,243.0,86.0,280.0,467.0,32.0,61.0,97.0,5.0,48.0,b
415.0,215.0,24.0,265.0,141.0,22.0,27.0,65.0,8.0,99.0,b
