0,1,2,3,4,5,6,7,8,9,class
-80.0,-19.0,-1061.0,-1172.0,-538.0,-170.0,-449.0,3110.0,1266.0,119.0,b
183.0,229.0,-798.0,-993.0,70.0,-149.0,872.0,727.0,1283.0,-52.0,b
-140.0,478.0,-1035.0,-764.0,145.0,-158.0,247.0,1092.0,1788.0,-72.0,b
123.0,21.0,-748.0,-999.0,-12.0,-111.0,16.0,2811.0,2354.0,54.0,b
31.0,330.0,-475.0,-750.0,-10.0,-127.0,146.0,1851.0,2625.0,14.0,b
76.0,575.0,-828.0,-915.0,469.0,-24.0,1167.0,2962.0,1594.0,23.0,b
-66.0,898.0,-1148.0,-1340.0,1530.0,-149.0,76.0,2887.0,2032.0,37.0,b
1025.0,5653.0,-393.0,-1214.0,448.0,-141.0,302.0,2723.0,2582.0,3025.0,b
44.0,574.0,-883.0,-841.0,-222.0,-197.0,322.0,1790.0,1813.0,6669.0,b
-2.0,656.0,-1090.0,-1053.0,-272.0,-99.0,524.0,1644.0,1776.0,-73.0,b
85.0,443.0,-1374.0,-1143.0,-516.0,-263.0,-119.0,245.0,522.0,179.0,b
-208.0,492.0,-1292.0,-2009.0,-48.0,-294.0,1153.0,1144.0,1462.0,70.0,b
30.0,692.0,-1437.0,-1345.0,-21.0,-131.0,226.0,1931.0,1873.0,-58.0,b
-256.0,202.0,-1904.0,-791.0,-300.0,-244.0,-2556.0,971.0,1131.0,83.0,b
-81.0,52.0,-667.0,-770.0,96.0,-39.0,1079.0,962.0,1331.0,306.0,b
45.0,501.0,-1248.0,-387.0,516.0,-127.0,-541.0,1251.0,1438.0,178.0,b
-118.0,794.0,-1794.0,-1339.0,169.0,-201.0,754.0,1177.0,1167.0,162.0,b
53.0,536.0,-501.0,-261.0,216.0,-82.0,235.0,816.0,1192.0,-45.0,b
-60.0,633.0,-1013.0,-375.0,35.0,-82.0,494.0,1163.0,1161.0,30.0,b
96.0,453.0,-898.0,-223.0,467.0,-195.0,1446.0,680.0,1568.0,11.0,b
-26.0,804.0,-1122.0,-1039.0,160.0,-124.0,2698.0,703.0,874.0,1.0,b
151.0,253.0,-873.0,-575.0,-59.0,-98.0,-286.0,1904.0,1883.0,16.0,b
-30.0,492.0,-1214.0,-1299.0,-328.0,-257.0,772.0,1104.0,1295.0,7.0,b
79.0,495.0,-931.0,-904.0,314.0,-188.0,83.0,1516.0,1815.0,25.0,b
-20.0,219.0,-1554.0,-1299.0,-329.0,-219.0,517.0,590.0,2000.0,-71.0,b
